time,Voltage (A-N),Voltage (A-N) Min,Voltage (A-N) Max,Voltage (B-N),Voltage (B-N) Min,Voltage (B-N) Max,Voltage (A-B),Voltage (A-B) Min,Voltage (A-B) Max,Pole A,Pole A Max,Pole B,Pole B Min,Pole B Max
2022-08-26 00:00:00,120.012,119.92,120.098,119.974,119.882,120.066,240.164,240.132,240.241,0.009,0.014,0.008,0.003,0.014
2022-08-26 00:04:48,74.421,0.091,120.855,74.388,0,120.814,148.924,0.121,241.907,0.535,18.633,0.536,0.005,18.634
2022-08-26 00:09:50,120.652,120.106,120.826,120.611,120.073,120.785,241.465,240.441,241.795,0.748,18.734,0.748,0.032,18.741
2022-08-26 00:14:51,120.551,120.336,120.754,120.509,120.29,120.712,241.248,240.807,241.635,0.489,1.497,0.489,0.032,1.497
2022-08-26 00:19:48,120.421,120.254,120.579,120.378,120.209,120.536,240.992,240.732,241.259,1.432,1.614,1.432,1.29,1.615
2022-08-26 00:24:49,120.376,120.177,120.536,120.333,120.135,120.492,240.902,240.499,241.148,1.709,1.817,1.708,1.616,1.817
2022-08-26 00:29:50,120.301,120.13,120.448,120.257,120.088,120.404,240.762,240.362,241.079,1.818,1.848,1.818,1.816,1.848
2022-08-26 00:34:51,120.261,120.075,120.464,120.216,120.033,120.421,240.697,240.45,240.966,1.839,1.85,1.839,1.836,1.85
2022-08-26 00:39:48,120.086,119.704,120.285,120.042,119.66,120.242,240.344,239.423,240.616,1.848,1.867,1.849,1.848,1.867
2022-08-26 00:44:49,119.922,119.64,120.215,119.879,119.597,120.173,239.966,239.39,240.361,1.869,1.884,1.869,1.867,1.884
2022-08-26 00:49:50,120.009,119.742,120.265,119.965,119.698,120.22,240.154,239.736,240.468,1.883,1.896,1.883,1.882,1.896
2022-08-26 00:54:51,119.958,119.729,120.1,119.914,119.686,120.056,240.056,239.575,240.275,1.895,1.91,1.895,1.893,1.91
2022-08-26 00:59:48,120.014,119.747,120.273,119.969,119.703,120.229,240.132,239.776,240.534,1.91,1.922,1.91,1.908,1.922
2022-08-26 01:04:49,120.097,119.889,120.269,120.053,119.846,120.228,240.325,240.014,240.53,1.187,1.929,1.187,0.211,1.929
2022-08-26 01:09:50,119.935,119.716,120.115,119.894,119.675,120.075,240.011,239.719,240.256,0.097,0.213,0.097,0.032,0.212
2022-08-26 01:14:51,119.892,119.688,120.053,119.851,119.645,120.01,239.903,239.439,240.118,0.033,0.035,0.033,0.032,0.034
2022-08-26 01:19:48,119.855,119.528,120.029,119.813,119.486,119.989,239.843,239.362,240.164,0.032,0.035,0.033,0.031,0.036
2022-08-26 01:24:49,119.806,119.523,119.991,119.764,119.481,119.951,239.737,239.049,239.99,0.033,0.035,0.033,0.031,0.035
2022-08-26 01:29:50,119.772,119.542,119.972,119.729,119.5,119.932,239.665,239.347,239.966,0.033,0.034,0.033,0.032,0.034
2022-08-26 01:34:51,119.826,119.612,119.952,119.783,119.57,119.911,239.79,239.491,239.95,0.032,0.036,0.033,0.032,0.034
2022-08-26 01:39:48,119.754,119.534,119.928,119.713,119.494,119.886,239.628,239.138,239.853,0.032,0.035,0.032,0.032,0.035
2022-08-26 01:44:49,119.697,119.466,119.836,119.655,119.424,119.795,239.508,239.235,239.734,0.032,0.036,0.033,0.031,0.035
2022-08-26 01:49:51,119.675,119.541,119.83,119.633,119.499,119.789,239.479,239.246,239.681,0.032,0.034,0.033,0.031,0.035
2022-08-26 01:54:52,119.972,119.275,120.528,119.931,119.233,120.485,240.094,238.681,241.246,0.032,0.035,0.033,0.031,0.035
2022-08-26 01:59:49,120.442,120.236,120.592,120.4,120.193,120.55,241.047,240.597,241.345,0.032,0.034,0.032,0.031,0.036
2022-08-26 02:04:50,120.498,120.312,120.641,120.457,120.269,120.6,241.134,240.833,241.389,0.032,0.035,0.033,0.032,0.035
2022-08-26 02:09:50,120.431,120.152,120.599,120.391,120.11,120.556,240.999,240.541,241.313,0.032,0.035,0.032,0.031,0.035
2022-08-26 02:14:52,120.329,120.16,120.519,120.288,120.119,120.477,240.806,240.425,241.129,0.032,0.034,0.033,0.032,0.035
2022-08-26 02:19:48,120.285,120.049,120.456,120.244,120.008,120.414,240.723,240.485,240.943,0.032,0.035,0.032,0.032,0.034
2022-08-26 02:24:50,120.231,120.041,120.396,120.189,119.998,120.354,240.611,240.359,240.805,0.033,0.035,0.034,0.032,0.034
2022-08-26 02:29:51,120.233,119.948,120.414,120.19,119.907,120.372,240.612,240.167,240.859,0.033,0.034,0.034,0.032,0.034
2022-08-26 02:34:52,120.275,120.119,120.415,120.234,120.078,120.374,240.718,240.35,240.945,0.034,0.034,0.033,0.031,0.034
2022-08-26 02:39:49,120.201,120.001,120.414,120.16,119.958,120.373,240.478,240.03,240.893,0.033,0.034,0.032,0.032,0.034
2022-08-26 02:44:50,120.215,119.909,120.538,120.174,119.868,120.497,240.585,239.904,241.32,0.033,0.034,0.033,0.032,0.035
2022-08-26 02:49:51,120.403,120.258,120.553,120.361,120.217,120.512,240.971,240.786,241.235,0.033,0.034,0.033,0.032,0.035
2022-08-26 02:54:52,120.457,120.256,120.642,120.416,120.215,120.6,241.031,240.553,241.415,0.033,0.034,0.032,0.031,0.035
2022-08-26 02:59:49,120.514,120.326,120.711,120.473,120.284,120.67,241.204,240.866,241.531,0.033,0.034,0.032,0.032,0.035
2022-08-26 03:04:50,120.673,120.312,120.843,120.632,120.271,120.803,241.516,240.722,241.92,0.032,0.035,0.033,0.031,0.035
2022-08-26 03:09:51,120.763,120.467,120.92,120.722,120.425,120.878,241.706,241.248,242.038,0.033,0.034,0.035,0.032,0.036
2022-08-26 03:14:52,120.809,120.579,121.053,120.768,120.538,121.011,241.772,241.373,242.147,0.034,0.035,0.032,0.031,0.034
2022-08-26 03:19:49,120.85,120.587,121.022,120.809,120.547,120.981,241.866,241.313,242.153,0.032,0.035,0.034,0.031,0.035
2022-08-26 03:24:50,120.889,120.683,120.993,120.847,120.642,120.951,241.894,241.445,242.049,0.032,0.035,0.033,0.032,0.035
2022-08-26 03:29:51,120.899,120.71,121.049,120.858,120.669,121.007,241.971,241.586,242.279,0.033,0.034,0.032,0.032,0.035
2022-08-26 03:34:52,120.871,120.646,121.05,120.83,120.605,121.008,241.936,241.533,242.187,0.032,0.036,0.033,0.031,0.034
2022-08-26 03:39:49,120.911,120.713,121.057,120.869,120.672,121.015,242,241.692,242.304,0.032,0.034,0.032,0.032,0.036
2022-08-26 03:44:50,120.899,120.694,121.136,120.858,120.652,121.095,241.983,241.521,242.369,0.033,0.034,0.034,0.031,0.035
2022-08-26 03:49:51,120.958,120.75,121.125,120.916,120.708,121.084,242.082,241.782,242.382,0.032,0.034,0.033,0.032,0.034
2022-08-26 03:54:52,120.984,120.844,121.205,120.942,120.802,121.163,242.155,241.925,242.427,0.033,0.037,0.033,0.032,0.036
2022-08-26 03:59:49,121.058,120.871,121.221,121.015,120.829,121.179,242.288,241.867,242.718,0.032,0.035,0.032,0.032,0.035
2022-08-26 04:04:50,121.52,121.068,121.914,121.478,121.025,121.87,243.309,242.264,244.023,0.032,0.035,0.032,0.032,0.035
2022-08-26 04:09:51,121.912,121.649,122.142,121.87,121.606,122.1,244.081,243.614,244.507,0.033,0.035,0.033,0.032,0.035
2022-08-26 04:14:52,122.126,121.979,122.307,122.083,121.938,122.264,244.489,244.255,244.771,0.032,0.035,0.033,0.032,0.035
2022-08-26 04:19:49,122.147,121.96,122.278,122.104,121.919,122.236,244.549,244.326,244.743,0.033,0.035,0.033,0.031,0.035
2022-08-26 04:24:50,121.711,121.155,122.306,121.669,121.114,122.263,243.622,242.32,244.759,0.033,0.035,0.034,0.032,0.035
2022-08-26 04:29:51,121.199,121.027,121.425,121.158,120.985,121.384,242.594,242.247,242.871,0.033,0.036,0.032,0.032,0.034
2022-08-26 04:34:52,121.344,121.14,121.589,121.3,121.097,121.546,242.872,242.506,243.247,0.032,0.034,0.034,0.032,0.035
2022-08-26 04:39:49,121.495,121.3,121.727,121.453,121.257,121.684,243.219,242.859,243.556,0.033,0.035,0.032,0.032,0.035
2022-08-26 04:44:50,121.581,121.4,121.739,121.538,121.358,121.696,243.377,243.02,243.67,0.032,0.035,0.033,0.032,0.035
2022-08-26 04:49:51,121.621,121.43,121.77,121.579,121.388,121.728,243.45,243.221,243.697,0.033,0.035,0.033,0.032,0.036
2022-08-26 04:54:50,121.821,121.573,122.053,121.779,121.531,122.012,243.905,243.484,244.231,0.033,0.037,0.033,0.032,0.035
2022-08-26 04:59:48,121.998,121.87,122.265,121.955,121.828,122.221,244.255,243.948,244.554,0.033,0.034,0.033,0.032,0.036
2022-08-26 05:04:49,121.948,120.749,122.473,121.906,120.706,122.431,244.107,241.775,245.191,0.033,0.035,0.034,0.032,0.035
2022-08-26 05:09:50,120.953,120.791,121.113,120.91,120.749,121.071,242.098,241.816,242.516,0.034,0.035,0.033,0.032,0.035
2022-08-26 05:14:51,121.074,120.966,121.219,121.033,120.923,121.177,242.347,242.081,242.59,0.034,0.035,0.033,0.032,0.034
2022-08-26 05:19:48,121.154,121.001,121.333,121.113,120.961,121.291,242.492,242.159,242.838,0.033,0.034,0.033,0.032,0.035
2022-08-26 05:24:49,121.229,121.035,121.469,121.186,120.993,121.426,242.666,242.309,243.108,0.033,0.035,0.034,0.032,0.036
2022-08-26 05:29:50,121.26,120.907,121.44,121.218,120.864,121.397,242.732,242.067,243.055,0.034,0.036,0.033,0.032,0.035
2022-08-26 05:34:51,121.159,120.925,121.347,121.117,120.883,121.305,242.517,242.118,242.864,0.033,0.036,0.033,0.032,0.036
2022-08-26 05:39:48,121.314,121.197,121.511,121.272,121.155,121.469,242.838,242.53,243.219,0.033,0.035,0.033,0.032,0.035
2022-08-26 05:44:49,121.342,121.187,121.54,121.3,121.145,121.498,242.907,242.577,243.204,0.033,0.035,0.033,0.032,0.035
2022-08-26 05:49:50,121.407,121.199,121.573,121.366,121.156,121.53,243.014,242.656,243.262,0.034,0.036,0.032,0.032,0.036
2022-08-26 05:54:51,121.173,121.039,121.293,121.132,120.996,121.25,242.532,242.316,242.845,0.032,0.035,0.033,0.032,0.035
2022-08-26 05:59:48,121.216,121.109,121.36,121.174,121.066,121.317,242.633,242.38,242.837,0.033,0.034,0.032,0.032,0.035
2022-08-26 06:04:49,121.228,121.022,121.483,121.186,120.981,121.44,242.644,242.153,243.129,0.033,0.035,0.033,0.032,0.035
2022-08-26 06:09:50,121.206,120.953,121.482,121.164,120.912,121.439,242.555,242.233,243.105,0.034,0.036,0.035,0.032,0.037
2022-08-26 06:14:51,121.211,121.101,121.361,121.17,121.059,121.318,242.695,242.522,242.878,0.033,0.038,0.033,0.032,0.035
2022-08-26 06:19:48,121.282,121.112,121.43,121.24,121.071,121.389,242.731,242.477,242.992,0.032,0.036,0.034,0.032,0.036
2022-08-26 06:24:49,121.245,121.078,121.451,121.204,121.036,121.409,242.717,242.435,243.008,0.033,0.035,0.033,0.032,0.035
2022-08-26 06:29:50,121.376,121.209,121.554,121.334,121.166,121.512,242.955,242.675,243.199,0.033,0.035,0.033,0.032,0.035
2022-08-26 06:34:51,121.294,121.035,121.512,121.252,120.994,121.47,242.789,242.364,243.179,0.033,0.034,0.034,0.032,0.035
2022-08-26 06:39:48,121.276,121.085,121.482,121.234,121.042,121.44,242.768,242.46,243.088,0.034,0.036,0.033,0.032,0.035
2022-08-26 06:44:49,121.43,121.288,121.576,121.388,121.245,121.535,243.068,242.83,243.301,0.033,0.035,0.033,0.032,0.035
2022-08-26 06:49:50,121.496,121.355,121.645,121.454,121.313,121.602,243.194,242.85,243.458,0.033,0.035,0.033,0.032,0.035
2022-08-26 06:54:51,121.599,121.44,121.742,121.556,121.399,121.699,243.447,243.218,243.631,0.032,0.035,0.033,0.032,0.035
2022-08-26 06:59:48,121.661,121.455,121.891,121.618,121.415,121.849,243.566,243.017,243.925,0.033,0.035,0.033,0.032,0.035
2022-08-26 07:04:49,121.496,121.176,121.845,121.454,121.133,121.803,243.189,242.607,243.757,0.032,0.036,0.033,0.032,0.035
2022-08-26 07:09:50,121.634,121.446,121.833,121.591,121.405,121.79,243.496,243.22,243.801,0.034,0.036,0.034,0.032,0.035
2022-08-26 07:14:51,121.773,121.581,121.933,121.731,121.538,121.89,243.763,243.521,243.957,0.033,0.035,0.033,0.032,0.036
2022-08-26 07:19:48,121.742,121.542,121.912,121.698,121.498,121.868,243.722,243.211,243.988,0.034,0.035,0.033,0.032,0.035
2022-08-26 07:24:49,121.695,121.477,121.914,121.653,121.436,121.871,243.61,243.275,243.986,0.032,0.034,0.033,0.032,0.037
2022-08-26 07:29:50,121.505,121.338,121.656,121.464,121.296,121.615,243.244,242.965,243.574,0.033,0.036,0.033,0.032,0.035
2022-08-26 07:34:51,121.566,121.21,121.794,121.524,121.167,121.753,243.363,242.885,243.729,0.033,0.035,0.033,0.032,0.036
