time,Real (W),Reactive (VAR),Power Factor
2022-08-25 00:00:00,0,0,0
2022-08-25 00:04:00,0,0,0
2022-08-25 00:09:02,0,0,0
2022-08-25 00:13:58,0,0,0
2022-08-25 00:18:59,0,0,0
2022-08-25 00:24:00,0,0,0
2022-08-25 00:29:01,0,0,0
2022-08-25 00:33:58,0,0,0
2022-08-25 00:38:59,0,0,0
2022-08-25 00:44:00,0,0,0
2022-08-25 00:49:01,0,0,0
2022-08-25 00:53:58,0,0,0
2022-08-25 00:58:59,0,0,0
2022-08-25 01:04:00,0,0,0
2022-08-25 01:09:01,0,0,0
2022-08-25 01:13:58,0,0,0
2022-08-25 01:18:59,0,0,0
2022-08-25 01:24:00,0,0,0
2022-08-25 01:29:01,0,0,0
2022-08-25 01:34:02,0,0,0
2022-08-25 01:38:59,0,0,0
2022-08-25 01:44:00,0,0,0
2022-08-25 01:56:03,11.9959,0.221896,0.999829
2022-08-25 02:01:03,0,0,0
2022-08-25 02:06:04,0,0,0
2022-08-25 02:11:02,0,0,0
2022-08-25 02:16:03,0,0,0
2022-08-25 02:21:04,0,0,0
2022-08-25 02:26:05,0,0,0
2022-08-25 02:31:02,0,0,0
2022-08-25 02:36:03,0,0,0
2022-08-25 02:41:04,0,0,0
2022-08-25 02:46:05,0,0,0
2022-08-25 02:51:02,0,0,0
2022-08-25 02:56:03,0,0,0
2022-08-25 03:01:04,0,0,0
2022-08-25 03:06:05,0,0,0
2022-08-25 03:11:02,0,0,0
2022-08-25 03:16:03,0,0,0
2022-08-25 03:21:04,0,0,0
2022-08-25 03:26:05,0,0,0
2022-08-25 03:31:02,0,0,0
2022-08-25 03:36:03,0,0,0
2022-08-25 03:41:04,0,0,0
2022-08-25 03:46:05,0,0,0
2022-08-25 03:51:06,0,0,0
2022-08-25 03:56:03,0,0,0
2022-08-25 04:01:04,0,0,0
2022-08-25 04:06:05,0,0,0
2022-08-25 04:11:06,0,0,0
2022-08-25 04:16:03,0,0,0
2022-08-25 04:21:04,0,0,0
2022-08-25 04:26:05,0,0,0
2022-08-25 04:31:06,0,0,0
2022-08-25 04:36:03,0,0,0
2022-08-25 04:41:04,0,0,0
2022-08-25 04:46:05,0,0,0
2022-08-25 04:51:06,0,0,0
2022-08-25 04:56:03,0,0,0
2022-08-25 05:01:04,0,0,0
2022-08-25 05:06:05,0,0,0
2022-08-25 05:11:06,0,0,0
2022-08-25 05:16:03,0,0,0
2022-08-25 05:21:04,0,0,0
2022-08-25 05:26:05,0,0,0
2022-08-25 05:31:06,0,0,0
2022-08-25 05:36:03,0,0,0
2022-08-25 05:41:04,0,0,0
2022-08-25 05:46:05,0,0,0
